brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,harddisk_gb,cpu_weight,normalized_price,normalized_rating,normalized_ram,normalized_harddisk,vfm_score,normalized_vfm_score
hp,Unknown,15.6 Inches,Black,1000 GB,unknown,32.0,Windows 10 Pro,,Integrated,,1.1 GHz,4.5,2699.0,1000.0,0.0,0.7902001785498565,0.875,0.4626865671641791,0.4575645756457564,0.46563196406972795,0.3013845725281699
dell,Dell XPS,13.3 Inches,Black,1000 GB,8032,16.0,Windows 10 Pro,,Integrated,,1.1 GHz,5.0,1275.81,1000.0,0.0,0.36437634898829846,1.0,0.22388059701492538,0.4575645756457564,0.5405355359521888,0.39124655248699786
lenovo,Unknown,14 Inches,Gray,512 GB,Intel Core i3,12.0,Windows 11,,Integrated,Intel,1.7 GHz,5.0,469.99,512.0,0.3,0.12327195791100405,1.0,0.16417910447761194,0.23247232472324722,0.6480522780218086,0.5202346244611862
hp,Elite Dragonfly,13.3 Inches,Blue,1000 GB,Intel Core i5,16.0,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.6 GHz,4.3,1341.77,1000.0,0.5,0.3841118304053126,0.825,0.22388059701492538,0.4575645756457564,0.6590884396687859,0.5334747318662014
dell,Latitude 5520,15.6 Inches,Black,256 GB,Intel Core i5,16.0,Windows 11 Pro,Backlit Kyb,Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,1690.99,256.0,0.5,0.4885997749239554,1.0,0.22388059701492538,0.1143911439114391,0.6392148360049098,0.5096323258330773
msi,Summit E14Evo A12M-025,14 Inches,Ink Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,936.79,512.0,0.7,0.262940283039297,1.0,0.22388059701492538,0.23247232472324722,0.7720589115036127,0.6690056554367185
msi,GP66 Leopard,15.6 Inches,Black,1 TB,Intel Core i7,32.0,Windows 10 Home,,Dedicated,NVIDIA GeForce RTX 3070,2.3 GHz,5.0,2699.0,1024.0,0.7,0.7902001785498565,1.0,0.4626865671641791,0.46863468634686345,0.749792480674894,0.6422925693902375
dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,32.0,Windows 11 Pro,,Integrated,Intel Integrated Graphics,1.1 GHz,5.0,1424.99,512.0,0.5,0.40901156908821007,1.0,0.4626865671641791,0.23247232472324722,0.7206058483236808,0.6072773023542934
dell,Alienware m17 Ryzen Edition R5 Laptop,17.3 Inches,Dark Side of the Moon,1000 GB,Ryzen 7,32.0,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 3080,1.1 GHz,5.0,2220.99,1000.0,0.8,0.6471777790327713,1.0,0.4626865671641791,0.4575645756457564,0.811736443973145,0.7166068784222908
dell,Latitude 5430 Laptop,14 Inches,Black,256 GB,Intel Core i5,16.0,Windows 11 Pro,,Integrated,Intel Integrated Graphics,1.1 GHz,5.0,956.99,256.0,0.5,0.2689841994223123,1.0,0.22388059701492538,0.1143911439114391,0.6831379511052385,0.562326983640167
lenovo,Unknown,14 Inches,Black,256 GB,unknown,8.0,Windows 10 Pro,,Integrated,,1.1 GHz,5.0,699.99,256.0,0.0,0.19208882761860344,1.0,0.1044776119402985,0.1143911439114391,0.4996364284510548,0.34217980324881575
hp,Unknown,14 Inches,Black,1000 GB,unknown,4.0,Windows 10 Home,Anti-glare,Integrated,,3.7 GHz,3.5,339.0,1000.0,0.0,0.08407925459361955,0.625,0.04477611940298507,0.4575645756457564,0.4482740593087366,0.2805602560028229
dell,Dell Latitude,13.3 Inches,Black,1000 GB,8032,8.0,Windows 10,,Integrated,,1.1 GHz,3.2,963.72,1000.0,0.0,0.2709978408707129,0.55,0.1044776119402985,0.4575645756457564,0.4003306405607806,0.22304243106588784
dell,Latitude 5320 Laptop,13.3 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1102.99,512.0,0.7,0.312667951497571,1.0,0.22388059701492538,0.23247232472324722,0.762113377811958,0.6570739767888463
dell,Unknown,15.6 Inches,Black,1 TB,Intel Core i5,32.0,Windows 11 Home,Anti-glare,Integrated,Intel UHD Graphics,4.2 GHz,5.0,677.99,1024.0,0.5,0.18550634442918087,1.0,0.4626865671641791,0.46863468634686345,0.8007312474990291,0.7034039200032738
dell,LATITUDE 5580,15.6 Inches,Black,256 GB,Intel Core i7,8.0,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,1.1 GHz,5.0,368.98,256.0,0.7,0.09304938395811445,1.0,0.1044776119402985,0.1143911439114391,0.7644443171831526,0.6598704098800241
apple,Unknown,16.2 Inches,Black,4 TB,Apple M2 Max,64.0,macOS 10.14 Mojave,Backlit Keyboard,Integrated,,3.6 GHz,5.0,3400.1937500000004,2176.0,0.9,1.0,1.0,0.9402985074626865,1.0,0.9530597014925373,0.8861527013484947
dell,Precision 7760 Laptop,17.3 Inches,Silver,512 GB,Intel Core i7,32.0,Windows 10 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,1.1 GHz,5.0,1744.99,512.0,0.7,0.5047567791161744,1.0,0.4626865671641791,0.23247232472324722,0.771456806318088,0.668283308521145
lenovo,Lenovo Thinkpad,11.6 Inches,Black,1000 GB,Celeron,4.0,Windows,,Dedicated,,1 GHz,5.0,369.0,1000.0,0.2,0.09305536803374119,1.0,0.04477611940298507,0.4575645756457564,0.6289788366207123,0.49735217485490063
dell,Dell XPS 15 9520,15.6 Inches,Platinum Silver,1 TB,Intel Core i9,32.0,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050 Ti,1.1 GHz,5.0,2999.0,1024.0,0.9,0.879961312951073,1.0,0.4626865671641791,0.46863468634686345,0.8018402537946507,0.7047343972957019
dell,Dell Precision 7770 Laptop,17 Inches,Silver,2 TB,Intel Core i7,64.0,Windows 11 Pro,,Dedicated,"NVIDIA ® RTX™ A4500, 16 GB GDDR6",1.1 GHz,5.0,3377.99,2048.0,0.7,0.9933565540401299,1.0,0.9402985074626865,0.940959409594096,0.8755323021236256,0.7931429097823266
hp,HP Pavilion,15.6 Inches,Black,1 TB,Intel Core i5,6.0,Windows 10,Backlit Keyboard,Integrated,Intel HD Graphics 520,1.1 GHz,3.3,399.0,1024.0,0.5,0.10203148147386286,0.575,0.07462686567164178,0.46863468634686345,0.6123142797915853,0.4773596693686247
hp,EliteBook 645 G9,15.6 Inches,Black,512 GB,Ryzen 5,16.0,Windows 10 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,1.1 GHz,5.0,1296.0,512.0,0.6,0.37041727333350033,1.0,0.22388059701492538,0.23247232472324722,0.7155635134447721,0.6012280021080352
dell,Latitude 7330,13 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,Anti-glare,Integrated,,4.8 GHz,5.0,1999.0,512.0,0.7,0.5807575316136845,1.0,0.22388059701492538,0.23247232472324722,0.7084954617887352,0.5927484449881233
dell,Latitude 5330,13.3 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,1699.0,512.0,0.7,0.49099639721246785,1.0,0.22388059701492538,0.23247232472324722,0.7264476886689786,0.6142857710673153
dell,Latitude 5531,15.6 Inches,Black,1 TB,Intel Core i7,64.0,Windows 11 Pro,Anti Gla,Integrated,,4.8 GHz,5.0,1786.59,1024.0,0.7,0.5172036564198098,1.0,0.9402985074626865,0.46863468634686345,0.8999141731606048,0.8223938941001623
dell,Latitude Rugged 5424 Laptop,14 Inches,Black,1000 GB,Intel Core i7,32.0,Windows 10 Pro,Wifi & Bluetooth,AMD RADEON RX 540,,1.1 GHz,5.0,1929.95,1000.0,0.7,0.5600975105123378,1.0,0.4626865671641791,0.4575645756457564,0.7941524976772317,0.6955113793702559
dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Intel Core i7,16.0,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX 4060,1.1 GHz,5.0,2214.99,1000.0,0.7,0.645382556344747,1.0,0.22388059701492538,0.4575645756457564,0.729334294480899,0.6177488384097765
dell,Inspiron,14 Inches,Black,2 TB,Intel Core i7,64.0,Windows 11 Pro,"Anti-glare,Backlit Keyboard",Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,1689.99,2048.0,0.7,0.488300571142618,1.0,0.9402985074626865,0.940959409594096,0.9765434987031281,0.9143262645212469
hp,Unknown,14 Inches,Black,1000 GB,Intel Core i7,16.0,Windows 10,,Integrated,Intel UPC,1.1 GHz,5.0,2425.99,1000.0,0.7,0.708514554206936,1.0,0.22388059701492538,0.4575645756457564,0.7167078949084612,0.6026009190674113
lenovo,Lenovo Thinkpad,14 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Pro,,Integrated,,3 GHz,5.0,1099.0,512.0,0.7,0.3114741284100348,1.0,0.22388059701492538,0.23247232472324722,0.7623521424294651,0.6573604232256993
dell,Precision 5000,17 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11,Anti-glare Screen,RTX A2000,NVIDIA RTX A2000,1.1 GHz,5.0,2460.15,512.0,0.7,0.7187353553774213,1.0,0.22388059701492538,0.23247232472324722,0.6808998970359879,0.5596419852500587
hp,ZBook Firefly 16 G9,16 Inches,Black,1 TB,Intel Core i7,32.0,Windows 11 Pro,Anti-glare Screen,"T500,Iris Xe Graphics",NVIDIA Intel T500 Iris Xe Graphics,1.1 GHz,5.0,2759.0,1024.0,0.7,0.8081524054300998,1.0,0.4626865671641791,0.46863468634686345,0.7462020352988453,0.6379851041743991
dell,Latitude,15.6 Inches,Black,512 GB,Intel Core i5,8.0,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,1293.59,512.0,0.5,0.3696961922204772,1.0,0.1044776119402985,0.23247232472324722,0.6568271326524513,0.530761836864325
dell,G16 7620 Laptop,16 Inches,Black,1000 GB,Intel Core i9,16.0,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3060,1.1 GHz,5.0,1799.0,1000.0,0.9,0.5209167753462068,1.0,0.22388059701492538,0.4575645756457564,0.8242274506806071,0.7315923666467097
hp,1FX81UT#ABA,11.6 Inches,Information not Available,1000 GB,8032,2.0,Unknown,Alcohol-Free,Integrated,Intel HD Graphics 400,1.1 GHz,4.2,228.0,1000.0,0.0,0.05086763486516942,0.8,0.014925373134328358,0.4575645756457564,0.5014462340006952,0.3443510309478948
dell,Dell XPS,15.6 Inches,Black,1 TB,Intel Core M-5Y10 Processor,32.0,Windows 10,Fingerprint,Dedicated,NVIDIA,1.1 GHz,5.0,1799.95,1024.0,0.0,0.5212010189384774,1.0,0.4626865671641791,0.46863468634686345,0.5585923125971699,0.4129093071489323
hp,2K2Z1US#ABA,15.6 Inches,Silver,1 TB,Intel Core i7,64.0,Windows 10 Pro,HD Audio,Integrated,,1.1 GHz,5.0,2499.0,1024.0,0.7,0.7303594222823787,1.0,0.9402985074626865,0.46863468634686345,0.8572830199880911,0.7712492058599052
dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Intel Core i7,32.0,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 4060,1.1 GHz,5.0,2340.99,1000.0,0.7,0.683082232793258,1.0,0.4626865671641791,0.4575645756457564,0.7695555532210476,0.6660023709982856
hp,HP EliteBook,13.3 Inches,Black,256 GB,Intel Core i7,16.0,Windows 11,,Integrated,Intel UHD Graphics Premium,1.1 GHz,5.0,2499.0,256.0,0.7,0.7303594222823787,1.0,0.22388059701492538,0.1143911439114391,0.6608629065332252,0.5356035636669072
dell,Latitude 7320 Detachable 2-in-1,13 Inches,Black,256 GB,Intel Core i7,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1030.99,256.0,0.7,0.291125279241279,1.0,0.22388059701492538,0.1143911439114391,0.7487097351414451,0.640993597191956
hp,EliteBook,15.6 Inches,Silver,1000 GB,8032,8.0,Windows 10 Pro,,Dedicated,,1.1 GHz,5.0,1699.0,1000.0,0.0,0.49099639721246785,1.0,0.1044776119402985,0.4575645756457564,0.4913309292924296,0.3322156776379355
dell,Precision 7770 Laptop,17.3 Inches,Silver,256 GB,Intel Core i5,16.0,Windows 11 Pro,,Integrated,Intel Integrated Graphics,1.1 GHz,5.0,1657.21,256.0,0.5,0.47849267119037847,1.0,0.22388059701492538,0.1143911439114391,0.6412362567516252,0.5120574287495943
msi,Prestige 15 A11SC-034,15.6 Inches,Carbon Gray,1000 GB,Intel Core i7,16.0,Win 10 Multi-language /Free upgrade to Win 11,Ergonomic,Dedicated,NVIDIA GeForce GTX 1650,1.1 GHz,5.0,928.68,1000.0,0.7,0.2605137403726508,1.0,0.22388059701492538,0.4575645756457564,0.8063080576753183,0.7100944314395281
dell,Latitude Rugged 5430 Laptop,14 Inches,Black,1000 GB,Intel Core i7,64.0,Windows 11 Pro,,Integrated,NVIDIA Quadro T500 2GB,1.1 GHz,5.0,3239.89,1000.0,0.7,0.9520365118374365,1.0,0.9402985074626865,0.4575645756457564,0.8112870854719135,0.7160677820398731
dell,Vostro 3510,15.6 Inches,Carbon Black,512 GB,Intel Core i5,16.0,Windows 10 Pro,Anti-glare,Integrated,,1.1 GHz,5.0,751.06,512.0,0.5,0.20736916473150385,1.0,0.22388059701492538,0.23247232472324722,0.7131731351651713,0.5983602600276898
asus,UX461UN-DS74T,14 Inches,Slate Grey,512 GB,Intel Core i7,16.0,Windows 10 Home,"Nano-edge Bezel,Stylus Pen",Dedicated,,1.1 GHz,3.5,1799.0,512.0,0.7,0.5209167753462068,0.625,0.22388059701492538,0.23247232472324722,0.6079636130422308,0.4721401648989109
dell,Unknown,17.3 Inches,Black,1 TB,Intel Core i9,32.0,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA GeForce RTX A4500,5 GHz,5.0,3298.0,1024.0,0.9,0.9694232435709522,1.0,0.4626865671641791,0.46863468634686345,0.7839478676706749,0.6832688623034406
lenovo,ThinkPad E14 Gen 4,14 Inches,Black,256 GB,Intel Core i5,8.0,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,1.1 GHz,5.0,949.0,256.0,0.5,0.2665935612094265,1.0,0.1044776119402985,0.1143911439114391,0.6597354817328902,0.5342509896538579
dell,Latitude Rugged Extreme 7220 Laptop,11.6 Inches,Black,256 GB,Intel Core i5,16.0,Windows 10 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1159.95,256.0,0.5,0.3297105988825486,1.0,0.22388059701492538,0.1143911439114391,0.6709926712131912,0.5477562646367244
lenovo,Lenovo Thinkpad,13.3 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Pro,,Integrated,Intel UHD Graphics,1.8 GHz,5.0,1799.0,512.0,0.7,0.5209167753462068,1.0,0.22388059701492538,0.23247232472324722,0.7204636130422308,0.6071066623742514
dell,Latitude 5330 Laptop,13.3 Inches,Black,256 GB,Intel Core i5,8.0,Windows 11 Pro,,Integrated,Intel Integrated Graphics,1.1 GHz,5.0,658.99,256.0,0.5,0.17982147258377051,1.0,0.1044776119402985,0.1143911439114391,0.6770898994580213,0.5550711227746128
dell,Inspiron 7420 2-in-1,14 Inches,"Grey, Platinum Silver",512 GB,Intel Core i7,16.0,Windows 11 Home,,Integrated,Intel Integrated Graphics,1.1 GHz,5.0,787.99,512.0,0.7,0.21841876037629362,1.0,0.22388059701492538,0.23247232472324722,0.7809632160362134,0.6796881691719978
dell,Precision 5000,14 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Pro,"InfinityEdge, Anti-glare Screen",RTX A1000,NVIDIA RTX A1000,1.1 GHz,5.0,2508.39,512.0,0.7,0.7331689457891368,1.0,0.22388059701492538,0.23247232472324722,0.6780131789536448,0.5561787832165246
hp,HP ENVY Laptop 13-aq0005nr,13.3 Inches,Black,256 GB,Intel Core i7,8.0,Windows 10 Home,Fingerprint Reader,Integrated,Intel UHD Graphics 620,1.1 GHz,4.1,1399.0,256.0,0.7,0.4012352628112513,0.7749999999999999,0.1044776119402985,0.1143911439114391,0.6353071414125253,0.5049442560345221
dell,Precision 7750 Laptop,17.3 Inches,Silver,1000 GB,Intel Core i7,32.0,Windows 10 Pro,Wifi & Bluetooth,Nvidia Quadro RTX 3000,,1.1 GHz,5.0,1799.95,1000.0,0.7,0.5212010189384774,1.0,0.4626865671641791,0.4575645756457564,0.8019317959920038,0.7048442206712391
dell,Precision 3000,15.6 Inches,Black,1000 GB,Intel Core i7,16.0,Windows 10 Pro,Microphone,Integrated,,1.1 GHz,5.0,1790.16,1000.0,0.7,0.5182718139191843,1.0,0.22388059701492538,0.4575645756457564,0.7547564429660116,0.6482478458705203
dell,Inspiron 3511,15.6 Inches,Black,1 TB,Intel Core i5,64.0,Windows 11 Pro,,Integrated,Intel UHD Graphics,1 GHz,5.0,753.11,1024.0,0.5,0.20798253248324552,1.0,0.9402985074626865,0.46863468634686345,0.8917583979479178,0.8126093926365838
dell,Latitude,15.6 Inches,Silver,1 TB,Intel Core i7,16.0,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,1.1 GHz,5.0,1169.77,1024.0,0.7,0.33264878001528175,1.0,0.22388059701492538,0.46863468634686345,0.7935415663519582,0.6947784437154103
dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Intel Core i5,8.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,533.02,256.0,0.5,0.14213077224869966,1.0,0.1044776119402985,0.1143911439114391,0.6846280395250356,0.5641146459952655
lenovo,20FN002JUS,14 Inches,Black,256 GB,Intel Core i5,4.0,Windows 10 DG Windows 7 Pro 64,"Backlit Keyboard,Fingerprint Reader","Integrated, Dedicated",,1.1 GHz,3.7,750.0,256.0,0.5,0.20705200872328625,0.675,0.04477611940298507,0.1143911439114391,0.5622034937226557,0.4172416490889845
dell,XPS7390-7954SLV-PUS,13.4 Inches,Silver,512 GB,Intel Core i7,32.0,Windows 10 Home,,Integrated,Intel® Iris Plus Graphics,1.1 GHz,4.0,1799.0,512.0,0.7,0.5209167753462068,0.75,0.4626865671641791,0.23247232472324722,0.6932248070720815,0.5744282069324607
hp,EliteBook 860 G9,16 Inches,Black,256 GB,Intel Core i5,16.0,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,1.1 GHz,5.0,1764.96,256.0,0.5,0.5107318786294821,1.0,0.22388059701492538,0.1143911439114391,0.6347884152638045,0.5043219391328178
hp,16T-F100,16 Inches,Nocturne Blue,2 TB,Intel Core i7,16.0,Windows 11 Pro,"Backlit Kb,Fingerprint,Pen",Integrated,,1.1 GHz,5.0,1899.0,2048.0,0.7,0.5508371534799457,1.0,0.22388059701492538,0.940959409594096,0.8207526001461103,0.7274235808165643
hp,Unknown,15.6 Inches,Black,1000 GB,unknown,12.0,Windows 11 Home,,Integrated,Intel HD Graphics 400,1.1 GHz,5.0,470.04,1000.0,0.0,0.12328691810007093,1.0,0.16417910447761194,0.4575645756457564,0.5768131236223717,0.43476885421765726
dell,Latitude 3320 Laptop,13.3 Inches,Black,512 GB,Intel Core i5,8.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,730.99,512.0,0.5,0.2013641448400625,1.0,0.1044776119402985,0.23247232472324722,0.6904935421285343,0.571151502371503
dell,LATITUDE 5580,15.6 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,1.1 GHz,5.0,412.98,512.0,0.7,0.10621435033695954,1.0,0.22388059701492538,0.23247232472324722,0.8034040980440802,0.7066105446818569
hp,HP ProBook,13.3 Inches,Black,256 GB,unknown,8.0,Windows 10 Pro,,Integrated,AMD Radeon Pro 560,2.6 GHz,5.0,929.0,256.0,0.0,0.26060948558267877,1.0,0.1044776119402985,0.1143911439114391,0.4859322968582398,0.32573892643082997
acer,Predator Helios 300 PH315-54,15.6 Inches,Abyss Black,1 TB,Intel Core i7,16.0,Windows 10 Pro,Multi-touch Gesture,GeForce RTX 3070,,1.1 GHz,5.0,1829.99,1024.0,0.7,0.5301891005298525,1.0,0.22388059701492538,0.46863468634686345,0.7540335022490441,0.6473805323020632
dell,Latitude 3420 Laptop,14 Inches,Black,256 GB,Intel Core i5,8.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,672.99,256.0,0.5,0.18401032552249394,1.0,0.1044776119402985,0.1143911439114391,0.6762521288702767,0.5540660475575838
hp,HP EliteBook,14 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Pro,,Integrated,,1.1 GHz,5.0,2799.0,512.0,0.7,0.8201205566835953,1.0,0.22388059701492538,0.23247232472324722,0.6606228567747531,0.5353155754436114
dell,Precision 7560 Laptop,15.6 Inches,Silver,1000 GB,Intel Core i9,32.0,Windows 10 Pro,Wifi & Bluetooth,Nvidia T1200,,1.1 GHz,5.0,3400.1937500000004,1000.0,0.9,1.0,1.0,0.4626865671641791,0.4575645756457564,0.7761719997796992,0.673940136489432
asus,GU502LV-BI7N8,15.6 Inches,Black,1 TB,Intel Core i7,16.0,Windows 10,"Anti-glare,Narrow Bezel",Dedicated,,1.1 GHz,3.4,2299.0,1024.0,0.7,0.6705186660149011,0.6,0.22388059701492538,0.46863468634686345,0.6059675891520343,0.4697455306470271
hp,ELITEBOOK 820G3,12.5 Inches,Black,1000 GB,Intel Core i5,16.0,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,,Integrated,Integrated Graphics,1.1 GHz,5.0,322.98,1000.0,0.5,0.07928601001659458,1.0,0.22388059701492538,0.4575645756457564,0.7725536037465296,0.6695991388087603
msi,GS75 STEALTH-242,17.3 Inches,Black,1 TB,Intel Core i7,32.0,Windows 10 Home,,Dedicated,NVIDIA GeForce RTX 2080,2.6 GHz,5.0,3399.0,1024.0,0.7,0.9996428254860283,1.0,0.4626865671641791,0.46863468634686345,0.7079039512876597,0.5920388085387895
lenovo,ThinkPad P15 Gen 1,15.6 Inches,Black,1 TB,Intel Core i9,64.0,Windows 10 Pro,,"Quadro RTX 4000 with Max-Q Design, 8GB GDDR6",NVIDIA Quadro RTX 4000 with Max-Q Design 8GB GDDR6,1.1 GHz,5.0,3400.1937500000004,1024.0,0.9,1.0,1.0,0.9402985074626865,0.46863468634686345,0.8733549044445668,0.7905306809969619
acer,Acer Swift,15.6 Inches,Black,256 GB,Ryzen 7,8.0,Windows 10 Home,,Dedicated,AMD Radeon RX 540,1.1 GHz,4.0,1399.0,256.0,0.8,0.4012352628112513,0.75,0.1044776119402985,0.1143911439114391,0.6628071414125253,0.5379360665284942
dell,Latitude 7330 Laptop,13.3 Inches,Carbon Fiber,256 GB,Intel Core i7,16.0,Windows 11 Pro,,Integrated,Intel Integrated Graphics,1.1 GHz,5.0,843.99,256.0,0.7,0.23517417213118738,1.0,0.22388059701492538,0.1143911439114391,0.7598999565634634,0.6544185304479857
dell,Dell Inspiron,15.6 Inches,Black,256 GB,Celeron,8.0,Windows 10,,Integrated,Intel UHD Graphics,1.1 GHz,4.2,877.99,256.0,0.2,0.24534710069665858,0.8,0.1044776119402985,0.1143911439114391,0.4989847738354438,0.34139801177296997
